Sp	BOLD	GenBank
Operophtera brumata	BLUTI918-19	NA
Operophtera brumata	BLUTI920-19	NA
Operophtera brumata	BLUTI923-19	NA
Operophtera brumata	BLUTI971-19	NA
Operophtera brumata	BLUTI999-19	NA
Operophtera brumata	BLUTI1725-19	NA
Operophtera brumata	BLUTI784-19	NA
Operophtera brumata	CGUKD198-09	KX042976
Operophtera brumata	BLUTI1172-19	NA
Operophtera brumata	BLUTI125-16	NA
Operophtera brumata	BLUTI1304-19	NA
Operophtera brumata	BLUTI1649-19	NA
Operophtera brumata	BLUTI306-16	NA
Operophtera brumata	BLUTI473-19	NA
Operophtera brumata	BLUTI587-19	NA
Operophtera brumata	BLUTI1474-19	NA
Operophtera brumata	BLUTI1578-19	NA
Operophtera brumata	BLUTI1618-19	NA
Operophtera brumata	BLUTI178-16	NA
Operophtera brumata	BLUTI2111-19	NA
Operophtera brumata	BLUTI2215-19	NA
Operophtera brumata	BLUTI2219-19	NA
Operophtera brumata	BLUTI514-19	NA
Operophtera brumata	BLUTI993-19	NA
Operophtera brumata	BLUTI1067-19	NA
Operophtera brumata	BLUTI1111-19	NA
Operophtera brumata	BLUTI1353-19	NA
Operophtera brumata	BLUTI1395-19	NA
Operophtera brumata	BLUTI1503-19	NA
Operophtera brumata	BLUTI1666-19	NA
Operophtera brumata	BLUTI1726-19	NA
Operophtera brumata	BLUTI2003-19	NA
Operophtera brumata	BLUTI2066-19	NA
Operophtera brumata	BLUTI2170-19	NA
Operophtera brumata	BLUTI2199-19	NA
Operophtera brumata	BLUTI633-19	NA
Operophtera brumata	BLUTI783-19	NA
Operophtera brumata	BLUTI1257-19	NA
Operophtera brumata	BLUTI1278-19	NA
Operophtera brumata	BLUTI1542-19	NA
Operophtera brumata	BLUTI1582-19	NA
Operophtera brumata	BLUTI1853-19	NA
Operophtera brumata	BLUTI200-16	NA
Operophtera brumata	BLUTI2214-19	NA
Operophtera brumata	BLUTI620-19	NA
Operophtera brumata	BLUTI698-19	NA
Operophtera brumata	BLUTI1130-19	NA
Operophtera brumata	BLUTI2069-19	NA
Operophtera brumata	BLUTI2245-19	NA
Operophtera brumata	BLUTI658-19	NA
Operophtera brumata	BLUTI1246-19	NA
Operophtera brumata	BLUTI1282-19	NA
Operophtera brumata	BLUTI1313-19	NA
Operophtera brumata	BLUTI1532-19	NA
Operophtera brumata	BLUTI175-16	NA
Operophtera brumata	BLUTI2314-19	NA
Operophtera brumata	BLUTI853-19	NA
Operophtera brumata	BLUTI1579-19	NA
Operophtera brumata	BLUTI2265-19	NA
Operophtera brumata	BLUTI2346-19	NA
Operophtera brumata	BLUTI475-19	NA
Operophtera brumata	BLUTI1214-19	NA
Operophtera brumata	BLUTI1216-19	NA
Operophtera brumata	BLUTI147-16	NA
Operophtera brumata	BLUTI1938-19	NA
Operophtera brumata	BLUTI630-19	NA
Operophtera brumata	BLUTI706-19	NA
Operophtera brumata	BLUTI792-19	NA
Operophtera brumata	BLUTI1277-19	NA
Operophtera brumata	BLUTI128-16	NA
Operophtera brumata	BLUTI1485-19	NA
Operophtera brumata	BLUTI190-16	NA
Operophtera brumata	BLUTI628-19	NA
Operophtera brumata	BLUTI117-16	NA
Operophtera brumata	BLUTI1183-19	NA
Operophtera brumata	BLUTI1185-19	NA
Operophtera brumata	BLUTI163-16	NA
Operophtera brumata	BLUTI170-16	NA
Operophtera brumata	BLUTI1757-19	NA
Operophtera brumata	BLUTI182-16	NA
Operophtera brumata	BLUTI2275-19	NA
Operophtera brumata	BLUTI286-16	NA
Operophtera brumata	BLUTI470-19	NA
Operophtera brumata	BLUTI547-19	NA
Operophtera brumata	BLUTI629-19	NA
Operophtera brumata	BLUTI059-16	NA
Operophtera brumata	BLUTI1093-19	NA
Operophtera brumata	BLUTI121-16	NA
Operophtera brumata	BLUTI1252-19	NA
Operophtera brumata	BLUTI1631-19	NA
Operophtera brumata	BLUTI1966-19	NA
Operophtera brumata	BLUTI2207-19	NA
Operophtera brumata	COLFH1424-16	MZ610474
Operophtera brumata	GWORO954-09	GU688573
Operophtera brumata	GWORO967-09	GU688561
Operophtera brumata	LEFIG572-10	HM876243
Operophtera brumata	NINA003-13	NA
Operophtera brumata	NINA008-13	NA
Operophtera brumata	NINA013-13	NA
Operophtera brumata	NINA016-13	NA
Operophtera brumata	NINA020-13	NA
Operophtera brumata	NINA024-13	NA
Operophtera brumata	NINA029-13	NA
Operophtera brumata	NINA037-13	NA
Operophtera brumata	NINA039-13	NA
Operophtera brumata	NINA046-13	NA
Operophtera brumata	NINA048-13	NA
Operophtera brumata	NINA050-13	NA
Operophtera brumata	NINA055-13	NA
Operophtera brumata	NINA057-13	NA
Operophtera brumata	NINA219-13	NA
Operophtera brumata	NINA063-13	NA
Operophtera brumata	NINA067-13	NA
Operophtera brumata	NINA068-13	NA
Operophtera brumata	NINA069-13	NA
Operophtera brumata	NINA075-13	NA
Operophtera brumata	NINA076-13	NA
Operophtera brumata	NINA078-13	NA
Operophtera brumata	NINA080-13	NA
Operophtera brumata	NINA082-13	NA
Operophtera brumata	NINA086-13	NA
Operophtera brumata	NINA087-13	NA
Operophtera brumata	NINA088-13	NA
Operophtera brumata	NINA089-13	NA
Operophtera brumata	NINA090-13	NA
Operophtera brumata	NINA094-13	NA
Operophtera brumata	NINA095-13	NA
Operophtera brumata	NINA097-13	NA
Operophtera brumata	NINA098-13	NA
Operophtera brumata	NINA100-13	NA
Operophtera brumata	NINA104-13	NA
Operophtera brumata	NINA110-13	NA
Operophtera brumata	NINA115-13	NA
Operophtera brumata	NINA118-13	NA
Operophtera brumata	NINA120-13	NA
Operophtera brumata	NINA123-13	NA
Operophtera brumata	NINA132-13	NA
Operophtera brumata	NINA134-13	NA
Operophtera brumata	NINA137-13	NA
Operophtera brumata	NINA140-13	NA
Operophtera brumata	NINA141-13	NA
Operophtera brumata	NINA147-13	NA
Operophtera brumata	NINA148-13	NA
Operophtera brumata	NINA149-13	NA
Operophtera brumata	NINA153-13	NA
Operophtera brumata	NINA155-13	NA
Operophtera brumata	NINA156-13	NA
Operophtera brumata	NINA158-13	NA
Operophtera brumata	NINA161-13	NA
Operophtera brumata	NINA165-13	NA
Operophtera brumata	NINA174-13	NA
Operophtera brumata	NINA177-13	NA
Operophtera brumata	NINA181-13	NA
Operophtera brumata	NINA182-13	NA
Operophtera brumata	NINA183-13	NA
Operophtera brumata	NINA184-13	NA
Operophtera brumata	NINA192-13	NA
Operophtera brumata	NINA193-13	NA
Operophtera brumata	NINA194-13	NA
Operophtera brumata	NINA195-13	NA
Operophtera brumata	NINA197-13	NA
Operophtera brumata	NINA198-13	NA
Operophtera brumata	NINA199-13	NA
Operophtera brumata	NINA201-13	NA
Operophtera brumata	NINA206-13	NA
Operophtera brumata	NINA207-13	NA
Operophtera brumata	NINA209-13	NA
Operophtera brumata	NINA210-13	NA
Operophtera brumata	NINA216-13	NA
Operophtera brumata	NINA218-13	NA
Operophtera brumata	NINA221-13	NA
Operophtera brumata	NINA222-13	NA
Operophtera brumata	NINA223-13	NA
Operophtera brumata	NINA224-13	NA
Operophtera brumata	NINA225-13	NA
Operophtera brumata	NINA226-13	NA
Operophtera brumata	NINA229-13	NA
Operophtera brumata	NINA231-13	NA
Operophtera brumata	NINA235-13	NA
Operophtera brumata	NINA237-13	NA
Operophtera brumata	NINA238-13	NA
Operophtera brumata	NINA239-13	NA
Operophtera brumata	NINA255-13	NA
Operophtera brumata	NINA258-13	NA
Operophtera brumata	NINA260-13	NA
Operophtera brumata	NINA262-13	NA
Operophtera brumata	NINA254-13	NA
Operophtera brumata	NINA265-13	NA
Operophtera brumata	NINA267-13	NA
Operophtera brumata	NINA268-13	NA
Operophtera brumata	NINA269-13	NA
Operophtera brumata	NINA270-13	NA
Operophtera brumata	NINA272-13	NA
Operophtera brumata	NINA273-13	NA
Operophtera brumata	NINA274-13	NA
Operophtera brumata	NINA275-13	NA
Operophtera brumata	NINA278-13	NA
Operophtera brumata	NINA282-13	NA
Operophtera brumata	NINA283-13	NA
Operophtera brumata	NINA284-13	NA
Operophtera brumata	NINA288-13	NA
Operophtera brumata	NINA289-13	NA
Operophtera brumata	NINA292-13	NA
Operophtera brumata	NINA295-13	NA
Operophtera brumata	NINA296-13	NA
Operophtera brumata	NINA298-13	NA
Operophtera brumata	NINA302-13	NA
Operophtera brumata	NINA303-13	NA
Operophtera brumata	NINA305-13	NA
Operophtera brumata	NINA306-13	NA
Operophtera brumata	NINA310-13	NA
Operophtera brumata	NINA315-13	NA
Operophtera brumata	NINA316-13	NA
Operophtera brumata	NINA319-13	NA
Operophtera brumata	NINA323-13	NA
Operophtera brumata	NINA324-13	NA
Operophtera brumata	NINA333-13	NA
Operophtera brumata	NINA337-13	NA
Operophtera brumata	NINA339-13	NA
Operophtera brumata	NINA340-13	NA
Operophtera brumata	NINA341-13	NA
Operophtera brumata	NINA330-13	NA
Operophtera brumata	NINA332-13	NA
Operophtera brumata	NINA343-13	NA
Operophtera brumata	NINA345-13	NA
Operophtera brumata	NINA346-13	NA
Operophtera brumata	NINA350-13	NA
Operophtera brumata	NINA356-13	NA
Operophtera brumata	NINA358-13	NA
Operophtera brumata	NINA363-13	NA
Operophtera brumata	NINA366-13	NA
Operophtera brumata	NINA367-13	NA
Operophtera brumata	NINA369-13	NA
Operophtera brumata	NINA373-13	NA
Operophtera brumata	NINA374-13	NA
Operophtera brumata	NINA378-13	NA
Operophtera brumata	BLUTI032-16	NA
Operophtera brumata	BLUTI1001-19	NA
Operophtera brumata	BLUTI1120-19	NA
Operophtera brumata	BLUTI1128-19	NA
Operophtera brumata	BLUTI1154-19	NA
Operophtera brumata	BLUTI1158-19	NA
Operophtera brumata	BLUTI1165-19	NA
Operophtera brumata	BLUTI1186-19	NA
Operophtera brumata	BLUTI1213-19	NA
Operophtera brumata	BLUTI1224-19	NA
Operophtera brumata	BLUTI1253-19	NA
Operophtera brumata	BLUTI1263-19	NA
Operophtera brumata	BLUTI1270-19	NA
Operophtera brumata	BLUTI1317-19	NA
Operophtera brumata	BLUTI1355-19	NA
Operophtera brumata	BLUTI1376-19	NA
Operophtera brumata	BLUTI1386-19	NA
Operophtera brumata	BLUTI1391-19	NA
Operophtera brumata	BLUTI140-16	NA
Operophtera brumata	BLUTI1418-19	NA
Operophtera brumata	BLUTI1509-19	NA
Operophtera brumata	BLUTI151-16	NA
Operophtera brumata	BLUTI1533-19	NA
Operophtera brumata	BLUTI1536-19	NA
Operophtera brumata	BLUTI154-16	NA
Operophtera brumata	BLUTI1559-19	NA
Operophtera brumata	BLUTI1574-19	NA
Operophtera brumata	BLUTI1601-19	NA
Operophtera brumata	BLUTI1663-19	NA
Operophtera brumata	BLUTI1837-19	NA
Operophtera brumata	BLUTI1843-19	NA
Operophtera brumata	BLUTI1857-19	NA
Operophtera brumata	BLUTI1861-19	NA
Operophtera brumata	BLUTI1863-19	NA
Operophtera brumata	BLUTI1879-19	NA
Operophtera brumata	BLUTI1886-19	NA
Operophtera brumata	BLUTI1901-19	NA
Operophtera brumata	BLUTI1926-19	NA
Operophtera brumata	BLUTI1932-19	NA
Operophtera brumata	BLUTI1985-19	NA
Operophtera brumata	BLUTI1988-19	NA
Operophtera brumata	BLUTI2001-19	NA
Operophtera brumata	BLUTI2080-19	NA
Operophtera brumata	BLUTI2101-19	NA
Operophtera brumata	BLUTI2113-19	NA
Operophtera brumata	BLUTI2144-19	NA
Operophtera brumata	BLUTI2145-19	NA
Operophtera brumata	BLUTI2146-19	NA
Operophtera brumata	BLUTI2148-19	NA
Operophtera brumata	BLUTI2149-19	NA
Operophtera brumata	BLUTI2161-19	NA
Operophtera brumata	BLUTI2164-19	NA
Operophtera brumata	BLUTI2172-19	NA
Operophtera brumata	BLUTI2180-19	NA
Operophtera brumata	BLUTI2200-19	NA
Operophtera brumata	BLUTI2270-19	NA
Operophtera brumata	BLUTI2298-19	NA
Operophtera brumata	BLUTI2299-19	NA
Operophtera brumata	BLUTI394-19	NA
Operophtera brumata	BLUTI395-19	NA
Operophtera brumata	BLUTI438-19	NA
Operophtera brumata	BLUTI439-19	NA
Operophtera brumata	BLUTI552-19	NA
Operophtera brumata	BLUTI595-19	NA
Operophtera brumata	BLUTI597-19	NA
Operophtera brumata	BLUTI602-19	NA
Operophtera brumata	BLUTI676-19	NA
Operophtera brumata	BLUTI680-19	NA
Operophtera brumata	BLUTI692-19	NA
Operophtera brumata	BLUTI725-19	NA
Operophtera brumata	BLUTI746-19	NA
Operophtera brumata	BLUTI761-19	NA
Operophtera brumata	BLUTI816-19	NA
Operophtera brumata	BLUTI884-19	NA
Operophtera brumata	BLUTI907-19	NA
Operophtera brumata	BLUTI930-19	NA
Operophtera brumata	BLUTI939-19	NA
Operophtera brumata	BLUTI946-19	NA
Operophtera brumata	BLUTI958-19	NA
Operophtera brumata	BLUTI981-19	NA
Operophtera brumata	BLUTI1925-19	NA
Operophtera brumata	BLUTI1855-19	NA
Operophtera brumata	BLUTI1557-19	NA
Operophtera brumata	BLUTI2147-19	NA
Operophtera brumata	BLUTI1218-19	NA
Operophtera brumata	BLUTI1897-19	NA
Operophtera brumata	BLUTI2276-19	NA
Operophtera brumata	BLUTI2296-19	NA
Operophtera brumata	BLUTI2315-19	NA
Operophtera brumata	BLUTI600-19	NA
Operophtera brumata	BLUTI609-19	NA
Operophtera brumata	BLUTI966-19	NA
Operophtera brumata	BLUTI1092-19	NA
Operophtera brumata	BLUTI2248-19	NA
Operophtera brumata	BLUTI166-16	NA
Operophtera brumata	BLUTI033-16	NA
Operophtera brumata	BLUTI1119-19	NA
Operophtera brumata	BLUTI1546-19	NA
Operophtera brumata	BLUTI155-16	NA
Operophtera brumata	BLUTI1983-19	NA
Operophtera brumata	BLUTI2191-19	NA
Operophtera brumata	BLUTI687-19	NA
Operophtera brumata	BLUTI2192-19	NA
Operophtera brumata	BLUTI1094-19	NA
Operophtera brumata	BLUTI1187-19	NA
Operophtera brumata	BLUTI995-19	NA
Operophtera brumata	BLUTI1103-19	NA
Operophtera brumata	BLUTI2269-19	NA
Operophtera brumata	BLUTI1076-19	NA
Operophtera brumata	BLUTI1190-19	NA
Operophtera brumata	BLUTI1787-19	NA
Operophtera brumata	BLUTI187-16	NA
Operophtera brumata	BLUTI2060-19	NA
Operophtera brumata	BLUTI2074-19	NA
Operophtera brumata	BLUTI671-19	NA
Operophtera brumata	BLUTI889-19	NA
Operophtera brumata	BLUTI1992-19	NA
Operophtera brumata	BLUTI2179-19	NA
Operophtera brumata	EII315-15	NA
Operophtera brumata	EII366-15	NA
Operophtera brumata	EII367-15	NA
Operophtera brumata	EII375-15	NA
Operophtera brumata	EII481-15	NA
Operophtera brumata	EII486-15	NA
Operophtera brumata	EII517-15	NA
Operophtera brumata	EII539-15	NA
Operophtera brumata	EII544-15	NA
Operophtera brumata	EII558-15	NA
Operophtera brumata	EII573-15	NA
Operophtera brumata	EII579-15	NA
Operophtera brumata	EII653-15	NA
Operophtera brumata	EII726-15	NA
Operophtera brumata	EII733-15	NA
Operophtera brumata	EII757-15	NA
Operophtera brumata	GBCOU9387-15	NA
Operophtera brumata	GBCOU9389-15	NA
Operophtera brumata	GBGL30749-19	KX591006
Operophtera brumata	GBLAA719-14	NA
Operophtera brumata	GBLAA720-14	NA
Operophtera brumata	GBLAC164-13	NA
Operophtera brumata	GBLAC165-13	NA
Operophtera brumata	GBLAC166-13	NA
Operophtera brumata	GBLAC679-13	NA
Operophtera brumata	GBLAC990-13	NA
Operophtera brumata	GBLAF353-14	NA
Operophtera brumata	GBMIN80888-17	KX591008
Operophtera brumata	GBMNA39119-19	MH732738
Operophtera brumata	GBMNA39120-19	MH732739
Operophtera brumata	GNAU159-10	HM392434
Operophtera brumata	GNAU160-10	HM392435
Operophtera brumata	GWNC707-07	HQ649003
Operophtera brumata	GWNC708-07	NA
Operophtera brumata	GWNC709-07	HQ649002
Operophtera brumata	GWNP028-07	HQ649005
Operophtera brumata	GWORB1491-08	HQ601451
Operophtera brumata	GWORB826-07	HQ601453
Operophtera brumata	GWOSN646-11	KX046704
Operophtera brumata	GWOSP382-11	NA
Operophtera brumata	GWOSP404-11	NA
Operophtera brumata	GWOSP464-11	NA
Operophtera brumata	GWOSP487-11	NA
Operophtera brumata	GWOSP493-11	NA
Operophtera brumata	GWOSP501-11	NA
Operophtera brumata	GWOSP508-11	NA
Operophtera brumata	GWOSP579-11	NA
Operophtera brumata	GWOSP580-11	NA
Operophtera brumata	GWOSP583-11	NA
Operophtera brumata	GWOSP585-11	NA
Operophtera brumata	GWOSP587-11	NA
Operophtera brumata	GWOSP595-11	NA
Operophtera brumata	GWOSP600-11	NA
Operophtera brumata	GWOSP606-11	NA
Operophtera brumata	GWOSP887-11	KX071273
Operophtera brumata	GWOTA548-12	KX044623
Operophtera brumata	GWOTD331-12	KX045154
Operophtera brumata	GWOTH204-12	KX046631
Operophtera brumata	LALPA1019-11	KT146203
Operophtera brumata	LALPA1020-11	KT138888
Operophtera brumata	LBCG3374-09	NA
Operophtera brumata	LBCG3375-09	NA
Operophtera brumata	LBCG3376-09	NA
Operophtera brumata	LBCG3377-09	NA
Operophtera brumata	LBCG3378-09	NA
Operophtera brumata	LBCG3379-09	NA
Operophtera brumata	LBCG3380-09	NA
Operophtera brumata	LBCG3381-09	NA
Operophtera brumata	LBCG3382-09	NA
Operophtera brumata	LBCG3384-09	NA
Operophtera brumata	LBCG3385-09	NA
Operophtera brumata	LBCG3386-09	NA
Operophtera brumata	LBCG3387-09	NA
Operophtera brumata	LBCG3388-09	NA
Operophtera brumata	LBCG3389-09	NA
Operophtera brumata	LBCG3390-09	NA
Operophtera brumata	LBCG3391-09	NA
Operophtera brumata	LBCG3392-09	NA
Operophtera brumata	LBCG3393-09	NA
Operophtera brumata	LBCG3394-09	NA
Operophtera brumata	LBCG3396-09	NA
Operophtera brumata	LBCG3397-09	NA
Operophtera brumata	LBCG3398-09	NA
Operophtera brumata	LBCG3399-09	NA
Operophtera brumata	LBCG3400-09	NA
Operophtera brumata	LBCG3401-09	NA
Operophtera brumata	LBCG3402-09	NA
Operophtera brumata	LBCG3403-09	NA
Operophtera brumata	LBCG3404-09	NA
Operophtera brumata	LBCG3405-09	NA
Operophtera brumata	LBCG3406-09	NA
Operophtera brumata	LBCG3407-09	NA
Operophtera brumata	LBCG3408-09	NA
Operophtera brumata	LBCG3409-09	NA
Operophtera brumata	LBCG3410-09	NA
Operophtera brumata	LBCG3411-09	NA
Operophtera brumata	LBCG3412-09	NA
Operophtera brumata	LBCG3413-09	NA
Operophtera brumata	LBCG3414-09	NA
Operophtera brumata	LBCG3415-09	NA
Operophtera brumata	LBCG3416-09	NA
Operophtera brumata	LBCG3417-09	NA
Operophtera brumata	LBCG3418-09	NA
Operophtera brumata	LBCG3419-09	NA
Operophtera brumata	LBCG3420-09	NA
Operophtera brumata	LBCG3421-09	NA
Operophtera brumata	LBCG3422-09	NA
Operophtera brumata	LBCG3423-09	NA
Operophtera brumata	LBCG3424-09	NA
Operophtera brumata	LBCG3425-09	NA
Operophtera brumata	LBCG3426-09	NA
Operophtera brumata	LBCG3427-09	NA
Operophtera brumata	LBCG3428-09	NA
Operophtera brumata	LBCG3431-09	NA
Operophtera brumata	LBCG3432-09	NA
Operophtera brumata	LBCG3437-09	NA
Operophtera brumata	LBCG3435-09	NA
Operophtera brumata	LEATF384-14	NA
Operophtera brumata	NAGEO232-09	NA
Operophtera brumata	NLLEA1137-12	KX048932
Operophtera brumata	PHLAD068-11	JN279529
Operophtera brumata	PHLAG408-12	KM572660
Operophtera brumata	PHLAG409-12	NA
Operophtera brumata	SPMIS295-22	NA
Operophtera brumata	BLUTI500-19	NA
Operophtera brumata	GWNP029-07	HQ649004
Operophtera brumata	BLUTI1291-19	NA
Operophtera brumata	BLUTI2313-19	NA
Operophtera brumata	BLUTI050-16	NA
Operophtera brumata	BLUTI1288-19	NA
Operophtera brumata	BLUTI2120-19	NA
Operophtera brumata	BLUTI1274-19	NA
Operophtera brumata	BLUTI1549-19	NA
Operophtera brumata	BLUTI1220-19	NA
Operophtera brumata	BLUTI1573-19	NA
Operophtera brumata	BLUTI1891-19	NA
Operophtera brumata	BLUTI1904-19	NA
Operophtera brumata	BLUTI1910-19	NA
Operophtera brumata	BLUTI1982-19	NA
Operophtera brumata	BLUTI1995-19	NA
Operophtera brumata	BLUTI2238-19	NA
Operophtera brumata	BLUTI461-19	NA
Operophtera brumata	BLUTI466-19	NA
Operophtera brumata	BLUTI650-19	NA
Operophtera brumata	BLUTI660-19	NA
Operophtera brumata	BLUTI789-19	NA
Operophtera brumata	BLUTI798-19	NA
Operophtera brumata	BLUTI1195-19	NA
Operophtera brumata	BLUTI973-19	NA
Operophtera brumata	BLUTI1976-19	NA
Operophtera brumata	BLUTI458-19	NA
Operophtera brumata	NINA010-13	NA
Operophtera brumata	NINA012-13	NA
Operophtera brumata	NINA028-13	NA
Operophtera brumata	NINA042-13	NA
Operophtera brumata	NINA073-13	NA
Operophtera brumata	NINA142-13	NA
Operophtera brumata	NINA145-13	NA
Operophtera brumata	NINA168-13	NA
Operophtera brumata	NINA352-13	NA
Operophtera brumata	NINA357-13	NA
Operophtera brumata	NINA365-13	NA
Operophtera brumata	BLUTI1895-19	NA
Operophtera brumata	BLUTI1612-19	NA
Operophtera brumata	BLUTI1264-19	NA
Operophtera brumata	BLUTI1927-19	NA
Operophtera brumata	BLUTI2133-19	NA
Operophtera brumata	BLUTI2134-19	NA
Operophtera brumata	BLUTI840-19	NA
Operophtera brumata	BLUTI1671-19	NA
Operophtera brumata	BLUTI503-19	NA
Operophtera brumata	BLUTI1234-19	NA
Operophtera brumata	COLFH1425-16	MZ608305
Operophtera brumata	NINA004-13	NA
Operophtera brumata	NINA009-13	NA
Operophtera brumata	NINA017-13	NA
Operophtera brumata	NINA018-13	NA
Operophtera brumata	NINA027-13	NA
Operophtera brumata	NINA031-13	NA
Operophtera brumata	NINA032-13	NA
Operophtera brumata	NINA035-13	NA
Operophtera brumata	NINA038-13	NA
Operophtera brumata	NINA041-13	NA
Operophtera brumata	NINA052-13	NA
Operophtera brumata	NINA058-13	NA
Operophtera brumata	NINA061-13	NA
Operophtera brumata	NINA062-13	NA
Operophtera brumata	NINA070-13	NA
Operophtera brumata	NINA071-13	NA
Operophtera brumata	NINA083-13	NA
Operophtera brumata	NINA084-13	NA
Operophtera brumata	NINA085-13	NA
Operophtera brumata	NINA093-13	NA
Operophtera brumata	NINA096-13	NA
Operophtera brumata	NINA103-13	NA
Operophtera brumata	NINA106-13	NA
Operophtera brumata	NINA107-13	NA
Operophtera brumata	NINA109-13	NA
Operophtera brumata	NINA111-13	NA
Operophtera brumata	NINA114-13	NA
Operophtera brumata	NINA116-13	NA
Operophtera brumata	NINA117-13	NA
Operophtera brumata	NINA119-13	NA
Operophtera brumata	NINA124-13	NA
Operophtera brumata	NINA125-13	NA
Operophtera brumata	NINA126-13	NA
Operophtera brumata	NINA128-13	NA
Operophtera brumata	NINA129-13	NA
Operophtera brumata	NINA133-13	NA
Operophtera brumata	NINA135-13	NA
Operophtera brumata	NINA136-13	NA
Operophtera brumata	NINA143-13	NA
Operophtera brumata	NINA162-13	NA
Operophtera brumata	NINA163-13	NA
Operophtera brumata	NINA173-13	NA
Operophtera brumata	NINA179-13	NA
Operophtera brumata	NINA187-13	NA
Operophtera brumata	NINA200-13	NA
Operophtera brumata	NINA212-13	NA
Operophtera brumata	NINA230-13	NA
Operophtera brumata	NINA240-13	NA
Operophtera brumata	NINA241-13	NA
Operophtera brumata	NINA246-13	NA
Operophtera brumata	NINA247-13	NA
Operophtera brumata	NINA248-13	NA
Operophtera brumata	NINA250-13	NA
Operophtera brumata	NINA259-13	NA
Operophtera brumata	NINA264-13	NA
Operophtera brumata	NINA271-13	NA
Operophtera brumata	NINA277-13	NA
Operophtera brumata	NINA297-13	NA
Operophtera brumata	NINA299-13	NA
Operophtera brumata	NINA301-13	NA
Operophtera brumata	NINA304-13	NA
Operophtera brumata	NINA308-13	NA
Operophtera brumata	NINA309-13	NA
Operophtera brumata	NINA318-13	NA
Operophtera brumata	NINA326-13	NA
Operophtera brumata	NINA329-13	NA
Operophtera brumata	NINA336-13	NA
Operophtera brumata	NINA344-13	NA
Operophtera brumata	NINA347-13	NA
Operophtera brumata	NINA349-13	NA
Operophtera brumata	NINA353-13	NA
Operophtera brumata	NINA355-13	NA
Operophtera brumata	NINA360-13	NA
Operophtera brumata	NINA361-13	NA
Operophtera brumata	NINA364-13	NA
Operophtera brumata	NINA370-13	NA
Operophtera brumata	NINA371-13	NA
Operophtera brumata	NINA375-13	NA
Operophtera brumata	NINA376-13	NA
Operophtera brumata	NINA377-13	NA
Operophtera brumata	NINA379-13	NA
Operophtera brumata	NINA380-13	NA
Operophtera brumata	BLUTI1928-19	NA
Operophtera brumata	BLUTI2112-19	NA
Operophtera brumata	BLUTI759-19	NA
Operophtera brumata	BLUTI437-19	NA
Operophtera brumata	BLUTI1535-19	NA
Operophtera brumata	BLUTI2300-19	NA
Operophtera brumata	BLUTI1889-19	NA
Operophtera brumata	BLUTI2290-19	NA
Operophtera brumata	BLUTI2306-19	NA
Operophtera brumata	BLUTI1604-19	NA
Operophtera brumata	BLUTI1899-19	NA
Operophtera brumata	BLUTI308-16	NA
Operophtera brumata	BLUTI2318-19	NA
Operophtera brumata	BLUTI2065-19	NA
Operophtera brumata	BLUTI1894-19	NA
Operophtera brumata	BLUTI2021-19	NA
Operophtera brumata	BLUTI496-19	NA
Operophtera brumata	BLUTI2301-19	NA
Operophtera brumata	BLUTI2213-19	NA
Operophtera brumata	BLUTI297-16	NA
Operophtera brumata	BLUTI234-16	NA
Operophtera brumata	BLUTI274-16	NA
Operophtera brumata	BLUTI1720-19	NA
Operophtera brumata	BLUTI1603-19	NA
Operophtera brumata	BLUTI226-16	NA
Operophtera brumata	BLUTI2316-19	NA
Operophtera brumata	BLUTI1991-19	NA
Operophtera brumata	BLUTI295-16	NA
Operophtera brumata	BLUTI1963-19	NA
Operophtera brumata	BLUTI2312-19	NA
Operophtera brumata	BLUTI767-19	NA
Operophtera brumata	BLUTI208-16	NA
Operophtera brumata	GBMIN80887-17	KX591005
Operophtera brumata	BLUTI2025-19	NA
Operophtera brumata	BLUTI446-19	NA
Operophtera brumata	BLUTI417-19	NA
Operophtera brumata	LON646-09	HM387218
Operophtera brumata	BLUTI1931-19	NA
Operophtera brumata	BLUTI615-19	NA
Operophtera brumata	BLUTI887-19	NA
Operophtera brumata	BLUTI1071-19	NA
Operophtera brumata	BLUTI2227-19	NA
Operophtera brumata	GBMIN21375-13	JQ616470
Operophtera brumata	GBMIN21376-13	JQ616468
Operophtera brumata	GBMIN21377-13	JQ616466
Operophtera brumata	GBMIN21378-13	JQ616464
Operophtera brumata	GBMIN21379-13	JQ616462
Operophtera brumata	GBMIN21383-13	JQ616454
Operophtera brumata	GBMIN21384-13	JQ616452
Operophtera brumata	GBMIN21385-13	JQ616450
Operophtera brumata	GBMIN21386-13	JQ616448
Operophtera brumata	GBMIN21387-13	JQ616446
Operophtera brumata	GBMIN21388-13	JQ616444
Operophtera brumata	GBMIN21389-13	JQ616442
Operophtera brumata	GBMIN21390-13	JQ616440
Operophtera brumata	GBMIN21391-13	JQ616438
Operophtera brumata	GBMIN21392-13	JQ616436
Operophtera brumata	GBMIN21393-13	JQ616434
Operophtera brumata	GBMIN21394-13	JQ616432
Operophtera brumata	GBMIN21395-13	JQ616430
Operophtera brumata	GBMIN21396-13	JQ616428
Operophtera brumata	GBMIN21397-13	JQ616426
Operophtera brumata	GBMIN21398-13	JQ616424
Operophtera brumata	GBMIN21399-13	JQ616422
Operophtera brumata	GBMIN21400-13	JQ616420
